64000  530339800.625  0.0712508041671  711.245440205
64020  530340416.116  0.0721068004293  829.379207675
64040  530341004.78  0.0728730543305  949.018657215
64060  530341565.991  0.0735618187874  1068.66018698
64080  530342105.647  0.0741914429604  1188.45091264
64100  530342630.7  0.07477690471  1309.13826669
64120  530343139.045  0.075320245875  1429.64694411
64140  530343637.558  0.0758343304829  1551.04261805
64160  530344121.582  0.0763159876871  1671.86494461
64180  530344598.783  0.0767763266685  1793.58288285
64200  530345068.079  0.0772154444437  1915.68190078
64220  530345536.234  0.0776423861117  2039.7545806
64240  530345996.395  0.0780504933265  2163.84516475
64260  530346443.519  0.0784367896581  2286.30351786
64280  530346886.033  0.0788106343007  2409.19870254
64300  530347325.411  0.0791741067929  2532.87504168
64320  530347756.929  0.0795232435386  2655.86369486
64340  530348191.197  0.0798685216594  2781.02708659
64360  530348620.607  0.080202914677  2906.16646131
64380  530349046.2  0.0805282663966  3031.48600947
64400  530349471.059  0.080847437921  3157.80813998
64420  530349890.341  0.0811570476409  3283.64358338
64440  530350303.242  0.081456872277  3408.63975344
64460  530350711.229  0.0817486604125  3533.1383501
64480  530351120.906  0.0820372148711  3659.04219981
64500  530351530.497  0.0823220831107  3785.86653947
64520  530351935.224  0.0825995562102  3912.10825282
64540  530352333.696  0.0828686110322  4037.2171902
64560  530352731.101  0.0831338781804  4162.74972996
64580  530353126.332  0.0833944372217  4288.33616725
64600  530353516.544  0.0836481469913  4413.02132986
64620  530353905.662  0.083898724016  4538.01553092
64640  530354293.221  0.0841451470472  4663.12363615
64660  530354679.664  0.0843884512906  4788.49998399
64680  530355064.111  0.0846281709907  4913.83007594
64700  530355442.384  0.0848610570733  5037.7151839
64720  530355817.952  0.0850906679727  5161.23673542
64740  530356191.344  0.0853162345687  5284.53245177
64760  530356563.306  0.0855390891351  5407.8151758
64780  530356932.343  0.0857579971782  5530.56764465
64800  530357305.942  0.0859779009038  5655.24421051
64820  530357677.102  0.0861948105129  5779.53498765
64840  530358043.311  0.0864070556496  5902.59588416
64860  530358408.298  0.0866166022604  6025.62436147
64880  530358768.245  0.0868219937703  6147.34337987
64900  530359119.665  0.0870208692193  6266.53033787
64920  530359473.28  0.0872192430643  6386.73550644
64940  530359826.572  0.0874164812405  6507.12724878
64960  530360179.479  0.0876120412027  6627.67222156
64980  530360536.821  0.0878090848273  6750.00709117
65000  530360890.674  0.0880030871639  6871.43095984
65020  530361241.055  0.088193836145  6991.91991929
65040  530361589.478  0.0883824725059  7111.98554259
65060  530361937.096  0.0885695164564  7231.9948492
65080  530362284.972  0.0887556269196  7352.30270213
65100  530362628.742  0.0889388593144  7471.42979626
65120  530362968.596  0.0891189280915  7589.40338078
65140  530363306.434  0.0892969095678  7706.85684419
65160  530363648.128  0.0894758523486  7825.78838184
65180  530363992.501  0.0896557920463  7945.8323753
65200  530364335.652  0.0898343951796  8065.60433256
65220  530364676.773  0.0900111518371  8184.82411969
65240  530365018.449  0.090187396168  8304.37335572
65260  530365355.41  0.0903607816905  8422.43031651
65280  530365687.601  0.0905309288025  8538.92809895
65300  530366017.827  0.0906993052419  8654.82642405
65320  530366343.08  0.0908647487045  8769.07665882
65340  530366670.37  0.0910304067038  8884.09116
65360  530367000.488  0.091197181202  9000.17471353
65380  530367325.986  0.0913613279409  9114.70688118
65400  530367653.726  0.0915260198635  9230.07201802
65420  530367981.362  0.0916904511227  9345.46384757
65440  530368303.219  0.0918517513566  9458.88536129
65460  530368618.727  0.0920094536056  9570.10977371
65480  530368936.524  0.0921676706186  9682.13892709
65500  530369256.524  0.0923268133517  9794.96241824
65520  530369575.748  0.0924855298624  9907.53343674
65540  530369891.014  0.0926420686605  10018.6995323
65560  530370213.374  0.0928015703063  10132.2876971
65580  530370537.532  0.0929622267069  10246.5272053
65600  530370848.705  0.0931167535683  10356.2077495
65620  530371155.988  0.0932688498498  10464.4426533
65640  530371466.972  0.0934224306725  10573.898401
65660  530371784.489  0.0935792989577  10685.5684627
65680  530372096.611  0.0937339627899  10795.3020291
65700  530372401.088  0.0938850177177  10902.2704452
65720  530372707.45  0.0940366120498  11009.7324337
65740  530373018.899  0.0941910310285  11118.8838836
65760  530373326.314  0.0943438901904  11226.526054
65780  530373629.57  0.0944949360463  11332.5563546
65800  530373932.674  0.0946460495493  11438.3838674
65820  530374236.404  0.094797778162  11544.2459981
65840  530374537.631  0.0949487855705  11649.0737905
65860  530374836.444  0.0950989954285  11752.8646838
65880  530375136.792  0.095250367984  11856.9647332
65900  530375434.841  0.0954012677473  11960.0666706
65920  530375735.049  0.0955537723302  12063.6514184
65940  530376039.699  0.0957091250547  12168.4768067
65960  530376340.852  0.0958637923584  12271.8605661
65980  530376635.697  0.0960159971094  12372.7662166
66000  530376928.354  0.0961679161139  12472.616184
66020  530377216.401  0.0963182828778  12570.5540753
66040  530377507.976  0.0964712492248  12669.2860586
66060  530377804.937  0.0966281625648  12769.4350445
66080  530378105.095  0.0967880829049  12870.2149122
66100  530378400.751  0.0969471622094  12969.0408703
66120  530378693.557  0.097106174723  13066.4234139
66140  530378983.915  0.0972652564375  13162.4528107
66160  530379274.334  0.0974259521977  13257.9323237
66180  530379562.036  0.097586959709  13351.9375356
66200  530379850.666  0.0977502419788  13445.5708559
66220  530380138.991  0.0979154527139  13538.4166781
66240  530380423.734  0.0980808812673  13629.3824234
66260  530380707.446  0.0982480055531  13719.2097665
66280  530380989.551  0.098416694068  13807.6744595
66300  530381268.86  0.0985864668017  13894.3639144
66320  530381551.431  0.0987609946851  13981.0157324
66340  530381840.093  0.0989426792183  14068.3896281
66360  530382126.87  0.0991271798223  14153.9826818
66380  530382409.901  0.0993133465835  14237.1025059
66400  530382692.305  0.0995035244415  14318.5545156
66420  530382974.284  0.0996982812652  14398.2393542
66440  530383254.171  0.09989714429  14475.557141
66460  530383531.458  0.100100035762  14550.1452148
66480  530383807.808  0.100308916174  14622.2610016
66500  530384086.203  0.100526978416  14692.3489724
