C Model number | time (yr)  |  Temperature (GK)  | density (cm^-3) 
C 64000  1.67365429706e+16  0.0712476345758  711.176972548
C Mass coordinate that is really used
C 0.61592668921
D CE   140    9.35947849443e-08
D CE   141    4.92482214203e-15
D CE   142    3.81969678305e-09
D PR   141    9.78599336366e-09
D ND   142    2.11372886015e-08
D ND   143    3.58723052851e-09
D ND   144    1.15432509577e-08
D ND   145    2.13612975818e-09
D ND   146    9.93144370247e-09
D ND   147    1.47019234488e-15
D ND   148    1.56568861811e-09
D ND   149    3.13835475526e-18
D ND   150    2.5980213269e-11
D PM   147    1.11367052094e-13
D SM   144    2.93119883272e-12
D SM   147    1.0669273345e-09
D SM   148    2.21901803396e-09
D SM   149    4.11701721031e-10
D SM   150    1.92428919585e-09
D SM   151    2.84971843876e-12
D SM   152    1.62590424609e-09
D SM   153    2.44443140903e-16
D SM   154    6.30174321758e-10
D EU   151    2.47307198954e-10
D EU   152    2.61859341916e-13
D EU   153    3.18339670667e-10
D GD   152    9.1769521994e-11
D GD   153    5.38311368371e-15
D GD   154    7.1247529408e-10
D GD   155    3.69955077266e-10
D GD   156    1.44397006438e-09
D GD   157    6.47581276577e-10
D GD   158    2.5176466868e-09
D GD   159    1.1166473743e-16
D GD   160    4.67231350527e-10
D TB   159    5.38308431727e-10
D DY   156    5.44250614419e-15
D DY   157    5.60479458806e-22
D DY   158    1.96363513167e-13
D DY   159    6.23912438625e-18
D DY   160    8.61066727335e-10
D DY   161    4.40730254035e-10
D DY   162    1.84740501424e-09
D DY   163    7.73941032679e-10
D DY   164    3.60582914004e-09
D HO   165    6.63760439205e-10
D ER   162    8.65107415697e-15
D ER   163    1.44210734198e-22
D ER   164    1.06561643035e-13
D ER   165    1.08566901887e-20
D ER   166    1.14958089614e-09
D ER   167    4.84239776269e-10
D ER   168    2.19140590599e-09
D ER   169    9.78335563647e-16
D ER   170    1.14295811606e-09
D TM   169    4.23344224169e-10
D YB   168    8.81077771884e-15
D YB   169    6.03672145674e-20
D YB   170    7.12985347548e-10
D YB   171    9.14049951461e-10
D YB   172    2.486189039e-09
D YB   173    1.15639181628e-09
D YB   174    5.17966969013e-09
D YB   175    4.5760836366e-16
D YB   176    9.11970647936e-10
D LU   175    7.04472147004e-10
D LU   176    3.21474891677e-10
D HF   174    6.94324478478e-15
D HF   175    8.65989665395e-20
D HF   176    4.44787444642e-10
D HF   177    6.34632442687e-10
D HF   178    2.77252309581e-09
D HF   179    9.48508034484e-10
D HF   180    5.0153520019e-09
D HF   181    3.93979009958e-15
D HF   182    2.63973475948e-10
D TA   180    3.34284512953e-16
D TA   181    9.96811756276e-10
D W   180    3.45436840868e-13
D W   181    6.46475899041e-18
D W   182    1.9747417999e-09
D W   183    1.24433390513e-09
D W   184    3.30055391367e-09
D W   185    1.01340511576e-14
D W   186    1.44108691936e-09
D RE   185    6.7605539824e-10
D RE   186    5.68887819018e-16
D RE   187    3.64616737793e-10
D OS   184    4.27442748067e-15
D OS   185    5.07956869711e-20
D OS   186    1.28037069536e-09
D OS   187    3.4276002825e-10
D OS   188    2.66003621032e-09
D OS   189    5.43250128619e-10
D OS   190    2.76853603422e-09
D OS   191    1.28804023882e-15
D OS   192    1.52613762036e-09
D IR   191    4.87742569679e-10
D IR   192    1.07653280408e-14
D IR   193    6.94494243187e-10
D PT   190    6.43979928881e-15
D PT   191    2.46671506071e-21
D PT   192    7.23041079522e-10
D PT   193    1.56083542858e-12
D PT   194    2.3302673924e-09
D PT   195    9.52095141705e-10
D PT   196    4.39619384269e-09
D PT   197    1.08675426121e-16
D PT   198    4.56202733043e-10
D AU   197    1.35176578957e-09
D AU   198    4.83370450763e-16
D AU   199    2.55596283862e-17
D HG   196    5.74749870737e-14
D HG   197    6.29544023738e-21
D HG   198    4.29663721924e-09
D HG   199    2.08891499341e-09
D HG   200    7.00192539596e-09
D HG   201    3.02502926516e-09
D HG   202    1.08052417475e-08
D HG   203    1.87098556079e-16
D HG   204    3.38882324956e-10
D TL   203    4.79707987926e-09
D TL   204    1.60743169881e-13
D TL   205    7.36824916244e-09
D PB   204    5.83764144448e-09
D PB   205    2.78630596246e-13
D PB   206    2.41560919046e-08
D PB   207    1.78276595716e-08
D PB   208    2.4365246175e-08
D BI   209    1.10186460697e-09
D BI   210    4.21088700271e-18
